index,overall,Date,Year,reviewText,title,brand,Cleaned Reviews,Vader Sentiment,Vader Analysis,Happy,Angry,Surprise,Sad,Fear,emotion
31451,5.0,2010-01-26,2010,"First introduced in 1957, this Bubble Bath still is the best.  It fills the house with this incomparable and unique fresh scent of spruce needles and horse chestnuts.
I grew up with Badedas and  I still love it. Until today, there is not better bubble bath available.

But why do we  have to pay so much more for the same product than the people in Europe? It is made by an American Company! The actual Price in Germany is about $7. The price here is 5 times the price people in Germany have to pay for the same product!

It just does not make sense to me. Besides the unjustifiable price for the  product itself, the shipment cost's are way to high.","Badedas Classic Vital Bad Bubble Bath, 25.5 Fluid Ounce",Badedas,First introduced in this Bubble Bath still is the best It fills the house with this incomparable and unique fresh scent of spruce needles and horse chestnuts I grew up with Badedas and I still love it Until today there is not better bubble bath available But why do we have to pay so much more for the same product than the people in Europe It is made by an American Company The actual Price in Germany is about The price here is times the price people in Germany have to pay for the same product It just does not make sense to me Besides the unjustifiable price for the product itself the shipment cost s are way to high ,0.547,Positive,0.2,0.1,0.2,0.2,0.3,Fear
31452,4.0,2010-01-07,2010,"I first purchased this product many yrs ago in Jamaica and was thrilled with the way it made my sun dried skin feel.<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/derma-e-Clear-Vein-Creme-Spider-Vein-Bruise-Solution-with-Horse-Chestnut-Grape-Skin-Extract-2-oz-56-g-Pack-of-2/dp/B001ET7810/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">derma e Clear Vein Creme, Spider Vein/Bruise Solution with Horse Chestnut & Grape Skin Extract, 2 oz (56 g) (Pack of 2)</a>&nbsp;It restored moisture and smelled wonderfully fresh.","Badedas Classic Vital Bad Bubble Bath, 25.5 Fluid Ounce",Badedas,I first purchased this product many yrs ago in Jamaica and was thrilled with the way it made my sun dried skin feel a data hook product link linked class a link normal href derma e Clear Vein Creme Spider Vein Bruise Solution with Horse Chestnut Grape Skin Extract oz g Pack of dp B ET ref cm cr arp d rvw txt ie UTF derma e Clear Vein Creme Spider Vein Bruise Solution with Horse Chestnut Grape Skin Extract oz g Pack of a nbsp It restored moisture and smelled wonderfully fresh ,0.9371,Positive,0.0,0.0,0.3,0.3,0.4,Fear
31453,5.0,2009-11-24,2009,"I have long despaired of finding a decent bubble bath in the USA, long been a fan of Radox, the UK brand, but recently bought Badedas, and remembered it from childhood. Worth the trouble, great long lasting foam, fantastic pine, fresh clean smelling scent that filled my whole apartment and my skin feels lovely. Best of all I feel like I had a spa day in my own tub.","Badedas Classic Vital Bad Bubble Bath, 25.5 Fluid Ounce",Badedas,I have long despaired of finding a decent bubble bath in the USA long been a fan of Radox the UK brand but recently bought Badedas and remembered it from childhood Worth the trouble great long lasting foam fantastic pine fresh clean smelling scent that filled my whole apartment and my skin feels lovely Best of all I feel like I had a spa day in my own tub ,0.9854,Positive,0.27,0.0,0.07,0.27,0.4,Fear
31454,5.0,2009-08-26,2009,"Many, many years ago I used Badedas, then it was not available in Australia.  When I saw it was available again I was thrilled.  It is a lovely bath gel/bubble bath.  It's scent is wonderful and leaves a crisp, tangy perfume in the bathroom and it bubbles generously.

I would recommend it to anyone who enjoys a bath and the unique perfume (sharp and tangy/woodsy).","Badedas Classic Vital Bad Bubble Bath, 25.5 Fluid Ounce",Badedas,Many many years ago I used Badedas then it was not available in Australia When I saw it was available again I was thrilled It is a lovely bath gel bubble bath It s scent is wonderful and leaves a crisp tangy perfume in the bathroom and it bubbles generously I would recommend it to anyone who enjoys a bath and the unique perfume sharp and tangy woodsy ,0.9584,Positive,0.4,0.2,0.4,0.0,0.0,Happy
31455,5.0,2009-07-11,2009,"I was introduced to Badedas when I lived in Germany many years ago. Once you use this product nothing else can compare to it. I am glad to see that it can be purchased now within the States but someone is making a lot of money on it. It is still quite cheap in comparison if bought from a store in Germany. At any price, it is worth every penny and your skin will thank you for it.","Badedas Classic Vital Bad Bubble Bath, 25.5 Fluid Ounce",Badedas,I was introduced to Badedas when I lived in Germany many years ago Once you use this product nothing else can compare to it I am glad to see that it can be purchased now within the States but someone is making a lot of money on it It is still quite cheap in comparison if bought from a store in Germany At any price it is worth every penny and your skin will thank you for it ,0.765,Positive,0.17,0.0,0.0,0.5,0.33,Sad
31456,1.0,2009-02-15,2009,"Update 3/7/15-- The formula for Badedas has been changed by Unilever, and I no longer recommend this product. Several significant ingredients have been omitted, the pine scent is gone, the consistency is thinner, and the experience like an ordinary bubble bath. Save your money, this is not the original German formula Badedas many people used and loved for decades...

Original review from 2009: ""It's Good To Be Bad""  I was introduced to Badedas bubble bath about 30 years ago by my sister, who said the stuff had near-magical properties (it does). She said it's full of unusual botanicals (true), makes tons of long-lasting bubbles (yup), smells incredibly good (oh yeah), and leaves the tub sparkling clean (also true).  The cost back then was around $1 an ounce.

  I've become mostly a shower-taker, but recently, when my 20-year-old bottle of Bededas turned up empty, I decided to revisit the stuff.  Remembering my sister's warning that the ""Vita-Bath"" products are an American copy of Bededas without all the great botanicals, I was looking for the genuine article.  Lo and behold, I found it on Amazon, of course, from several dealers at various price-points.  Smallflower (aka Merz Apothecary of Chicago) seems like a reputable dealer, selling the real deal, and even with somewhat exorbitant shipping, the price is now LESS than $1 an ounce.  Pretty good for 30 years.  Shipping was quite fast, by the way, and the product arrived UPS on the sixth calendar day after ordering.

  This Badedas (now owned by Sara Lee!) is apparently the original formula, made in Germany, with the horse chestnut oil that helps make it so magical. It also contains limonene, a very citrus-scented hydrocarbon derived from plants, and linalool, a more floral-spicy scented chemical found in over 200 species of plant.  Not the kind of stuff you'd find in your average drugstore bubble bath.  The overall scent is somewhat pine-y, and incredibly fresh and pleasant.

  A small amount of Badedas added to running hot water makes a lot of luxurious bubbles.  The overall sensation is one of slight skin-softening without the oiliness you get with some products.  Also, a slight sense of skin-tightening, but this is somewhat subjective. USE NO SOAP in a Badedas bath-- you don't need any.  Just a washcloth or sponge, and you leave the bath feeling quite clean.  Badedas seems to absorb dirt and body oils and odors into solution, and it all goes down the drain, leaving you, and your bathtub, quite clean.  Remarkable stuff.

  If you ever take a bath for relaxation, or even a wash-up, I'd highly recommend Badedas.  Smallflower has an excellent price on this 25.5 ounce size, and if you take one bath a week, this bottle should last you at least two years!  Badedas is a wonderful luxury bath product, and would make a terrific gift for a bubble bath fan, or even yourself and/or your mate.","Badedas Classic Vital Bad Bubble Bath, 25.5 Fluid Ounce",Badedas,Update The formula for Badedas has been changed by Unilever and I no longer recommend this product Several significant ingredients have been omitted the pine scent is gone the consistency is thinner and the experience like an ordinary bubble bath Save your money this is not the original German formula Badedas many people used and loved for decades Original review from It s Good To Be Bad I was introduced to Badedas bubble bath about years ago by my sister who said the stuff had near magical properties it does She said it s full of unusual botanicals true makes tons of long lasting bubbles yup smells incredibly good oh yeah and leaves the tub sparkling clean also true The cost back then was around an ounce I ve become mostly a shower taker but recently when my year old bottle of Bededas turned up empty I decided to revisit the stuff Remembering my sister s warning that the Vita Bath products are an American copy of Bededas without all the great botanicals I was looking for the genuine article Lo and behold I found it on Amazon of course from several dealers at various price points Smallflower aka Merz Apothecary of Chicago seems like a reputable dealer selling the real deal and even with somewhat exorbitant shipping the price is now LESS than an ounce Pretty good for years Shipping was quite fast by the way and the product arrived UPS on the sixth calendar day after ordering This Badedas now owned by Sara Lee is apparently the original formula made in Germany with the horse chestnut oil that helps make it so magical It also contains limonene a very citrus scented hydrocarbon derived from plants and linalool a more floral spicy scented chemical found in over species of plant Not the kind of stuff you d find in your average drugstore bubble bath The overall scent is somewhat pine y and incredibly fresh and pleasant A small amount of Badedas added to running hot water makes a lot of luxurious bubbles The overall sensation is one of slight skin softening without the oiliness you get with some products Also a slight sense of skin tightening but this is somewhat subjective USE NO SOAP in a Badedas bath you don t need any Just a washcloth or sponge and you leave the bath feeling quite clean Badedas seems to absorb dirt and body oils and odors into solution and it all goes down the drain leaving you and your bathtub quite clean Remarkable stuff If you ever take a bath for relaxation or even a wash up I d highly recommend Badedas Smallflower has an excellent price on this ounce size and if you take one bath a week this bottle should last you at least two years Badedas is a wonderful luxury bath product and would make a terrific gift for a bubble bath fan or even yourself and or your mate ,0.9965,Positive,0.18,0.14,0.16,0.25,0.27,Fear
31457,5.0,2009-02-05,2009,"I purchased this item based on its reviews, and I do not regret it at all! The scent is very strong if you take a whiff from the bottle, but once in the bath water, it is much less in your face. This bubble bath is not overly bubbly, which I like, gives off a very relaxing yet stimulating scent, and makes your bath water a pale green. Which, to me, adds to the relaxation for some reason. It's awesome!","Badedas Classic Vital Bad Bubble Bath, 25.5 Fluid Ounce",Badedas,I purchased this item based on its reviews and I do not regret it at all The scent is very strong if you take a whiff from the bottle but once in the bath water it is much less in your face This bubble bath is not overly bubbly which I like gives off a very relaxing yet stimulating scent and makes your bath water a pale green Which to me adds to the relaxation for some reason It s awesome ,0.9818,Positive,0.08,0.0,0.17,0.5,0.25,Sad
31458,5.0,2008-08-02,2008,"Where have you been, Badedas? This is the kind of bath foam I've been searching for. Cedar wood and patchouli combine with other natrual scents to form a rich, luxurious bath foam that makes for a revitalizing bath. It leaves me feeling moisturized and rejuvenated and I look forward to using it after a hard workout or before a night out.","Badedas Classic Vital Bad Bubble Bath, 25.5 Fluid Ounce",Badedas,Where have you been Badedas This is the kind of bath foam I ve been searching for Cedar wood and patchouli combine with other natrual scents to form a rich luxurious bath foam that makes for a revitalizing bath It leaves me feeling moisturized and rejuvenated and I look forward to using it after a hard workout or before a night out ,0.5719,Positive,0.2,0.2,0.0,0.2,0.4,Fear
31459,5.0,2008-06-04,2008,"I am very happy with my purchase of Badedas bath wash through Smallflower.com/Amazon.  I have found it at half price at my neighborhood Marshall's store, but it is very difficult to find/in seemingly short supply here.

However, it came in 2-3 days via Amazon shopping.  I was thrilled.

This product has horse chestnut extract, is made in Germany, and smells absolutely awesome.  I bought two.  There is nothing like it.  It is truly green liquid gold.","Badedas Classic Vital Bad Bubble Bath, 25.5 Fluid Ounce",Badedas,I am very happy with my purchase of Badedas bath wash through Smallflower com Amazon I have found it at half price at my neighborhood Marshall s store but it is very difficult to find in seemingly short supply here However it came in days via Amazon shopping I was thrilled This product has horse chestnut extract is made in Germany and smells absolutely awesome I bought two There is nothing like it It is truly green liquid gold ,0.9183,Positive,0.2,0.1,0.2,0.1,0.4,Fear
31460,5.0,2008-04-29,2008,I've used Badedas for over 40 years.  My aunt used to send it to me from Germany and I stockpiled it for years.  I've finally run out and I'm delighted to find it again.  I wouldn't take a bath without it.  I love the smell and the way it softens the water and the way I feel after using it.,"Badedas Classic Vital Bad Bubble Bath, 25.5 Fluid Ounce",Badedas,I ve used Badedas for over years My aunt used to send it to me from Germany and I stockpiled it for years I ve finally run out and I m delighted to find it again I wouldn t take a bath without it I love the smell and the way it softens the water and the way I feel after using it ,-0.0176,Neutral,0.29,0.0,0.14,0.14,0.43,Fear
31461,5.0,2008-04-25,2008,"This product has been packaged and repackaged for years -- I use this ""Bubble Bath"" as shampoo, body wash, and to make bath salts and scrubs.  Horse Chestnuts have a peculiar musky chlorophyl scent that is it's own thing.  It isn't mint, or bay, or citrus -- it's musky.  But not in a Brut aftershave way.  It's subtle, and it combines with men's and women's scents differently.  It's in the range of expensive patchouli, but much lighter.  It won't make women in spandex spontaneously appear and want you, stupid.  But it does smell good.","Badedas Classic Vital Bad Bubble Bath, 25.5 Fluid Ounce",Badedas,This product has been packaged and repackaged for years I use this Bubble Bath as shampoo body wash and to make bath salts and scrubs Horse Chestnuts have a peculiar musky chlorophyl scent that is it s own thing It isn t mint or bay or citrus it s musky But not in a Brut aftershave way It s subtle and it combines with men s and women s scents differently It s in the range of expensive patchouli but much lighter It won t make women in spandex spontaneously appear and want you stupid But it does smell good ,0.0,Neutral,0.0,0.0,0.14,0.43,0.43,Sad
31462,5.0,2008-03-15,2008,"I started using Badedas after a friend brought me some from Bermuda. After I ran out of the bottle my friend left, I went back to my old product, for one shower, and I HAD to have my Badedas back again. So I checked on Amazon.com and of course I found it. Now I won't be without....Love the scent, and no need for body lotion afterwards....wish there was a product like this made in the USA, but there doesn't seem to be, so I buy Badedas, made in Germany. They sure do know how to make a girl smell great!!!","Badedas Classic Vital Bad Bubble Bath, 25.5 Fluid Ounce",Badedas,I started using Badedas after a friend brought me some from Bermuda After I ran out of the bottle my friend left I went back to my old product for one shower and I HAD to have my Badedas back again So I checked on Amazon com and of course I found it Now I won t be without Love the scent and no need for body lotion afterwards wish there was a product like this made in the USA but there doesn t seem to be so I buy Badedas made in Germany They sure do know how to make a girl smell great ,0.9303,Positive,0.4,0.0,0.1,0.4,0.1,Happy
31463,5.0,2008-01-27,2008,My grandmother in the bahamas uses this. It's amazing. I love the scent if it...it somehow wakes you up and it's like your inhaling eucalyptus in a sauna. I would highly recommend this for people with body odor and for the woman who just wants to relax.,"Badedas Classic Vital Bad Bubble Bath, 25.5 Fluid Ounce",Badedas,My grandmother in the bahamas uses this It s amazing I love the scent if it it somehow wakes you up and it s like your inhaling eucalyptus in a sauna I would highly recommend this for people with body odor and for the woman who just wants to relax ,0.945,Positive,0.33,0.0,0.33,0.0,0.33,Happy
31464,5.0,2007-11-14,2007,"I have used Badedas for many years, and have not been able to find it locally for far too long. I was overjoyed to find it on Amazon, and at an excellent price as well. It is simply the best shower gel ever!","Badedas Classic Vital Bad Bubble Bath, 25.5 Fluid Ounce",Badedas,I have used Badedas for many years and have not been able to find it locally for far too long I was overjoyed to find it on Amazon and at an excellent price as well It is simply the best shower gel ever ,0.9402,Positive,0.5,0.0,0.0,0.0,0.5,Happy
31465,5.0,2007-05-12,2007,My Mother used to bring Badedas back to be from London. I wasn't sure where to find it here. I found this on Amazon & found it to be the most reasonable & it looked like just what I wanted. I purchased. It shipped and I received in great shape in a more than timely manner. I love it. I will buy all my Badedas from this place. For those of you who haven't tried badedas-- it is a luscious gel with a classic fragrence-- woodsy-beautiful.,"Badedas Classic Vital Bad Bubble Bath, 25.5 Fluid Ounce",Badedas,My Mother used to bring Badedas back to be from London I wasn t sure where to find it here I found this on Amazon found it to be the most reasonable it looked like just what I wanted I purchased It shipped and I received in great shape in a more than timely manner I love it I will buy all my Badedas from this place For those of you who haven t tried badedas it is a luscious gel with a classic fragrence woodsy beautiful ,0.8895,Positive,0.5,0.0,0.12,0.12,0.25,Happy
31466,5.0,2007-03-14,2007,"I was given this bath gel/bubble bath as a present about 6 years ago by a friend who lived in Europe.  It is simply amazing.  It has a very soothing aroma - not too soapy, with a balanced pH, but produces luxurious and plentiful bubbles.  The smell is divine - so soothing.., This is the perfect end-of-day relaxer treat.","Badedas Classic Vital Bad Bubble Bath, 25.5 Fluid Ounce",Badedas,I was given this bath gel bubble bath as a present about years ago by a friend who lived in Europe It is simply amazing It has a very soothing aroma not too soapy with a balanced pH but produces luxurious and plentiful bubbles The smell is divine so soothing This is the perfect end of day relaxer treat ,0.9726,Positive,0.29,0.0,0.29,0.14,0.29,Happy
31467,5.0,2017-10-17,2017,This is the best smelling Christmas Bath bubble product since I was a little girl it still smells wonderful and is just as I remember. It makes the entire home smell like Christmas if you love the scent of Christmas Pine you will love this and it makes your skin fell amazing. I can not get enough of this product. I keep it on my self all year long. The seller is great and I highly recommend them. This product is worth the wait.,"Badedas Classic Vital Bad Bubble Bath, 25.5 Fluid Ounce",Badedas,This is the best smelling Christmas Bath bubble product since I was a little girl it still smells wonderful and is just as I remember It makes the entire home smell like Christmas if you love the scent of Christmas Pine you will love this and it makes your skin fell amazing I can not get enough of this product I keep it on my self all year long The seller is great and I highly recommend them This product is worth the wait ,0.9854,Positive,0.16,0.05,0.21,0.26,0.32,Fear
31468,5.0,2017-07-30,2017,I've been a fan of the body wash/bath for over 15 year. It's my favorite soaps by far,"Badedas Classic Vital Bad Bubble Bath, 25.5 Fluid Ounce",Badedas,I ve been a fan of the body wash bath for over year It s my favorite soaps by far,0.6486,Positive,0.5,0.0,0.0,0.0,0.5,Happy
31469,5.0,2017-03-28,2017,wonderful soothing feel with aromatic aroma. would buy it again.,"Badedas Classic Vital Bad Bubble Bath, 25.5 Fluid Ounce",Badedas,wonderful soothing feel with aromatic aroma would buy it again ,0.7184,Positive,0.0,0.0,1.0,0.0,0.0,Surprise
31470,5.0,2017-01-29,2017,Cannot put into words how much I love this bath product. Makes every bath feel like  a spa treatment.,"Badedas Classic Vital Bad Bubble Bath, 25.5 Fluid Ounce",Badedas,Cannot put into words how much I love this bath product Makes every bath feel like a spa treatment ,0.7717,Positive,0.25,0.25,0.0,0.5,0.0,Sad
31471,5.0,2016-07-16,2016,"Brings back memories when my Omi used to bathe me... it was such a treat and I still love this today, thanks to my German grandma !","Badedas Classic Vital Bad Bubble Bath, 25.5 Fluid Ounce",Badedas,Brings back memories when my Omi used to bathe me it was such a treat and I still love this today thanks to my German grandma ,0.8777,Positive,0.33,0.0,0.33,0.33,0.0,Happy
31472,5.0,2016-07-12,2016,Beautiful clean smell. I will buy it again.,"Badedas Classic Vital Bad Bubble Bath, 25.5 Fluid Ounce",Badedas,Beautiful clean smell I will buy it again ,0.765,Positive,0.5,0.0,0.0,0.0,0.5,Happy
31473,1.0,2016-05-23,2016,"Same complaint as everyone else. I've used this product since I was a child in England. I was pretty horrified to see it come out of the bottle a very watered down dark bluish-green color instead of yellow green, and everyone is right, the scent is so faint compared to the old one. I have to put TONS in the tub to try to bring back the same old feelings of calm and nostalgia. I HATE this formula, change it back. It has been around for this long for a reason - people LIKE IT THE WAY IT WAS!!","Badedas Classic Vital Bad Bubble Bath, 25.5 Fluid Ounce",Badedas,Same complaint as everyone else I ve used this product since I was a child in England I was pretty horrified to see it come out of the bottle a very watered down dark bluish green color instead of yellow green and everyone is right the scent is so faint compared to the old one I have to put TONS in the tub to try to bring back the same old feelings of calm and nostalgia I HATE this formula change it back It has been around for this long for a reason people LIKE IT THE WAY IT WAS ,-0.4559,Neutral,0.13,0.0,0.0,0.67,0.2,Sad
31474,1.0,2016-05-22,2016,Is there anything that can't be ruined by a multi-national corporation?  Unilever changed the formula and scent.  This isn't Classic Badedas.  It's a cheap imitation.,"Badedas Classic Vital Bad Bubble Bath, 25.5 Fluid Ounce",Badedas,Is there anything that can t be ruined by a multi national corporation Unilever changed the formula and scent This isn t Classic Badedas It s a cheap imitation ,0.3724,Neutral,0.5,0.0,0.0,0.5,0.0,Happy
31475,5.0,2016-05-02,2016,Amazing product! It makes you feel revitalized,"Badedas Classic Vital Bad Bubble Bath, 25.5 Fluid Ounce",Badedas,Amazing product It makes you feel revitalized,0.6239,Positive,0.0,0.0,0.5,0.5,0.0,Surprise
31476,3.0,2016-04-29,2016,"I had used the original badedas for some time before the changeover . Whereas it has retained some of the original fragrance, the texture is totally different. I have to agree with others who say it doesn't foam up in the same way .A bit disappointed.","Badedas Classic Vital Bad Bubble Bath, 25.5 Fluid Ounce",Badedas,I had used the original badedas for some time before the changeover Whereas it has retained some of the original fragrance the texture is totally different I have to agree with others who say it doesn t foam up in the same way A bit disappointed ,0.4767,Neutral,0.0,0.0,0.0,1.0,0.0,Sad
31477,5.0,2008-07-26,2008,"I bought this creme when I was on vacation in Europe.

My Information:  My razor is a Trac II. I have a very heavy beard and sensitive skin.

A small amount is all that is needed, and it makes a thick, creamy, mildly fragrant foam on your face.  It softens my beard very well, and the blade glides over the skin.  You can re-moisten your face and re-shave over an area without problem.  Rinsing your face leaves it soft, smooth, and stubble-free!

I have used many foams and gels looking for a close shave without irritation; the best American brand for me is Gillette Gel.  I think that this Nivea creme does a better job, and I highly reccommend this product, especially if you have a thick beard with sensitive skin.  The 67ml tube lasted about 35 shaves.",Nivea Razor Creme (tube) 3.4oz shave cream by Nivea,Nivea,I bought this creme when I was on vacation in Europe My Information My razor is a Trac II I have a very heavy beard and sensitive skin A small amount is all that is needed and it makes a thick creamy mildly fragrant foam on your face It softens my beard very well and the blade glides over the skin You can re moisten your face and re shave over an area without problem Rinsing your face leaves it soft smooth and stubble free I have used many foams and gels looking for a close shave without irritation the best American brand for me is Gillette Gel I think that this Nivea creme does a better job and I highly reccommend this product especially if you have a thick beard with sensitive skin The ml tube lasted about shaves ,0.7333,Positive,0.18,0.27,0.0,0.27,0.27,Angry
31478,5.0,2016-04-28,2016,This cream is the best cream I have ever used,Nivea Razor Creme (tube) 3.4oz shave cream by Nivea,Nivea,This cream is the best cream I have ever used,0.6369,Positive,0.0,0.0,0.0,0.0,0.0,Happy
31479,5.0,2016-03-06,2016,"This shaving cream is amazing. It lathers nicely with a brush, it has a great smell and you don't have to use much. For the price, it's better than more expensive creams I have used.",Nivea Razor Creme (tube) 3.4oz shave cream by Nivea,Nivea,This shaving cream is amazing It lathers nicely with a brush it has a great smell and you don t have to use much For the price it s better than more expensive creams I have used ,0.9287,Positive,0.25,0.0,0.5,0.0,0.25,Surprise
31480,4.0,2016-01-23,2016,"Great shave cream. I get the closest shave with this cream. My beard  is by no means tough at all. Lathers nicely in my hands, haven't tried it with my brush yet. I bought this for a quick shave while in the shower when time is short and it works perfectly.",Nivea Razor Creme (tube) 3.4oz shave cream by Nivea,Nivea,Great shave cream I get the closest shave with this cream My beard is by no means tough at all Lathers nicely in my hands haven t tried it with my brush yet I bought this for a quick shave while in the shower when time is short and it works perfectly ,0.8591,Positive,0.14,0.43,0.14,0.0,0.29,Angry
31482,5.0,2015-07-23,2015,Awesome cream,Nivea Razor Creme (tube) 3.4oz shave cream by Nivea,Nivea,Awesome cream,0.6249,Positive,0.0,0.0,1.0,0.0,0.0,Surprise
31483,5.0,2015-03-11,2015,"This cream is my favorite, daily shave, go to cream. I have been a wet shaver for years,face and head, have many soaps and creams in my rotation, when I travel or just want my standard recipe I go with  Nivea razor cream, ikon slant, personna  med preps and muhle v2 brush.
this cream can produce thick lather in my boiling hot scuttle.",Nivea Razor Creme (tube) 3.4oz shave cream by Nivea,Nivea,This cream is my favorite daily shave go to cream I have been a wet shaver for years face and head have many soaps and creams in my rotation when I travel or just want my standard recipe I go with Nivea razor cream ikon slant personna med preps and muhle v brush this cream can produce thick lather in my boiling hot scuttle ,0.5106,Positive,0.2,0.0,0.2,0.4,0.2,Sad
31484,5.0,2015-01-27,2015,Nice lather build up for 3 good passes with a brush. No pull which results in a smooth shave. Smell is not over bearing.,Nivea Razor Creme (tube) 3.4oz shave cream by Nivea,Nivea,Nice lather build up for good passes with a brush No pull which results in a smooth shave Smell is not over bearing ,0.5423,Positive,0.2,0.0,0.2,0.2,0.4,Fear
31485,5.0,2015-01-24,2015,Received as described and on time.,Nivea Razor Creme (tube) 3.4oz shave cream by Nivea,Nivea,Received as described and on time ,0.0,Neutral,0.0,0.0,1.0,0.0,0.0,Surprise
31486,5.0,2014-11-15,2014,The Very Best Razor Cream and the only one my Dad will use! Soooo glad I can find it on Amazon! Thanks! :-),Nivea Razor Creme (tube) 3.4oz shave cream by Nivea,Nivea,The Very Best Razor Cream and the only one my Dad will use Soooo glad I can find it on Amazon Thanks ,0.9357,Positive,1.0,0.0,0.0,0.0,0.0,Happy
31487,5.0,2014-11-05,2014,"Of all the shaving creams that I have tried, Nivea makes the best lather.",Nivea Razor Creme (tube) 3.4oz shave cream by Nivea,Nivea,Of all the shaving creams that I have tried Nivea makes the best lather ,0.6369,Positive,0.0,0.0,0.0,1.0,0.0,Sad
31488,5.0,2014-08-29,2014,"best shave cream on the market - hands down - much better than the hoitey-toitey, high-falutin' namby-pampy metrosexual scented ones on the market being flogged in fancy bowls, or screw-top containers",Nivea Razor Creme (tube) 3.4oz shave cream by Nivea,Nivea,best shave cream on the market hands down much better than the hoitey toitey high falutin namby pampy metrosexual scented ones on the market being flogged in fancy bowls or screw top containers,0.7964,Positive,0.0,0.0,0.5,0.0,0.5,Surprise
31489,5.0,2014-05-08,2014,"My husband purchased this cream first time in Quebec after our luggage was delayed.  We looked all over the US but it is not sold here.  We then found a tube in Santorini on another trip, and after he raved about it again, I renewed my efforts to get it for him.  I was so happy to find it on a website that sells european products.....he is a happy shaver!",Nivea Razor Creme (tube) 3.4oz shave cream by Nivea,Nivea,My husband purchased this cream first time in Quebec after our luggage was delayed We looked all over the US but it is not sold here We then found a tube in Santorini on another trip and after he raved about it again I renewed my efforts to get it for him I was so happy to find it on a website that sells european products he is a happy shaver ,0.9439,Positive,0.4,0.0,0.0,0.2,0.4,Happy
31490,5.0,2014-03-29,2014,"I like this even better than Proraso, and Proraso is good stuff! I think Nivea Creme has a little richer moisturizers in it.",Nivea Razor Creme (tube) 3.4oz shave cream by Nivea,Nivea,I like this even better than Proraso and Proraso is good stuff I think Nivea Creme has a little richer moisturizers in it ,0.8933,Positive,0.0,1.0,0.0,0.0,0.0,Angry
31491,5.0,2014-01-26,2014,"This stuff is awesome! Why don't they sell this stuff in the US? Why should the Germans get all the good stuff? Any way, good stuff, great lather, smooth shave and very little scent. Try it you'll like it. Send Nivea an email and tell 'em to sell it in the good old USA!  Ja Vol Mein Herr?",Nivea Razor Creme (tube) 3.4oz shave cream by Nivea,Nivea,This stuff is awesome Why don t they sell this stuff in the US Why should the Germans get all the good stuff Any way good stuff great lather smooth shave and very little scent Try it you ll like it Send Nivea an email and tell em to sell it in the good old USA Ja Vol Mein Herr ,0.9662,Positive,0.14,0.57,0.14,0.0,0.14,Angry
31492,5.0,2013-11-25,2013,"I have been using Nivean Shaving Creme in a tube since 1980, when I first bought it in Germany. It is the Gold Standard of shaving creams. I have always stocked up when in a country where it is sold.

I have used it with multi-blade cartridges, where all you have to do is rub it on your face with your fingers, and it works great. I currently use it with a double-edge safety razor, but because of the single blade one is using, it is better to use a brush to get it on; a bowl is not necessary, just put a dime-size amount on the brush and make circles on your face to make it lather.

Finally, it is only sold in stores in Germany, Canada, Belgium, the Netherlands Spain, and possibly others. I have no idea why is isn't sold in countries like the US, UK, Italy, etc. But the Amazon price is pretty darn close to the price in these countries, and it is much easier than driving into Canada to buy it, unless you're in Buffalo or Detroit.  :^)

Sure, you can get it in a can, but all that air, all those chemicals: The tube of shaving cream has all the good stuff, and no wasteful bad stuff. And Nivea has always had the best version of every product they sell. The Shaving Creme continues that great tradition.",Nivea Razor Creme (tube) 3.4oz shave cream by Nivea,Nivea,I have been using Nivean Shaving Creme in a tube since when I first bought it in Germany It is the Gold Standard of shaving creams I have always stocked up when in a country where it is sold I have used it with multi blade cartridges where all you have to do is rub it on your face with your fingers and it works great I currently use it with a double edge safety razor but because of the single blade one is using it is better to use a brush to get it on a bowl is not necessary just put a dime size amount on the brush and make circles on your face to make it lather Finally it is only sold in stores in Germany Canada Belgium the Netherlands Spain and possibly others I have no idea why is isn t sold in countries like the US UK Italy etc But the Amazon price is pretty darn close to the price in these countries and it is much easier than driving into Canada to buy it unless you re in Buffalo or Detroit Sure you can get it in a can but all that air all those chemicals The tube of shaving cream has all the good stuff and no wasteful bad stuff And Nivea has always had the best version of every product they sell The Shaving Creme continues that great tradition ,0.9879,Positive,0.19,0.14,0.14,0.19,0.33,Fear
31493,5.0,2013-11-08,2013,"I first bought this in Germany and was very impressed , so I was sad to find out that Nivea doesn't market it in the US ( even though you can buy it Canda).  This stuff is awesome a little dab goes a very long way I use these these tubes for travel  and I'm always trying to find ways to reduce the amount of stuff I carry with me.",Nivea Razor Creme (tube) 3.4oz shave cream by Nivea,Nivea,I first bought this in Germany and was very impressed so I was sad to find out that Nivea doesn t market it in the US even though you can buy it Canda This stuff is awesome a little dab goes a very long way I use these these tubes for travel and I m always trying to find ways to reduce the amount of stuff I carry with me ,0.6267,Positive,0.12,0.25,0.12,0.12,0.38,Fear
